ID,Active,Reference,Mammals - Acute Oral LD50 mg/kg BW/day,Mammals - Acute Oral <>,Quality Barometer - Mammals Acute,Mammals - Short Term Dietary NOEL mg/kg,Mammals - Short Term Dietary NOEL ppm diet,Mammals - STD <>,Quality Barometer - Mammals Short Term,Birds - Acute LD50 mg/kg,Birds - Acute <>,Quality Barometer - Birds Acute,Birds - Short term Dietary LC50/LD50,Birds - Dietary <>,Birds - Dietary Units,Quality Barometer - Birds Dietary,Fish - Acute 96hr LC50 mg/l,Fish - Acute <>,Quality Barometer - Fish Acute,Fish - Chronic 21d NOEC mg/l,Fish Chronic - <>,Quality Barometer - Chronic Fish,Aquatic Invertebrates - Acute 48hr EC50 mg/l,Aquatic Invertebrates - <>,Quality Barometer - Aq invertebrates Acute,Aquatic Invertebrates - Chronic 21d NOEC mg/l,Aquatic Invertebrates Chronic <>,Quality Barometer - Aq Invertebrates Chronic,Aquatic Crustaceans - Acute 96hr LC50 mg/l,Aquatic Crustaceans - <>,Quality Barometer - Aq Crustaeans,Aquatic Plants - Acute 7d EC50 mg/l,Aquatic Plants - <>,Quality Barometer - Aquatic Plants,Algae - Acute 72hr EC50 Growth mg/l,Algae acute - <>,Quality Barometer - Algae Acute,Algae - Chronic 96hr NOEC mg/l,Algae chronic - <>,Quality Barometer - Algae Chronic,Sediment Dwelling Organisms - Acute 96hr LC50 mg/l,Sediment Dwelling Organisms Acute - <>,Quality Barometer - Sediment Dwellers,Sediment Dwelling Org  - Chronic 28 day NOEC Static Water mg/l,Sediment Dwelling Org Chronic water - <>,Quality Barometer - Sediment Dwellers Chronic Water,Sediment Dwelling Organisms - Chronic 28 day NOEC Sediment mg/kg,Sediment Dwelling Org Chronic Sed - <>,Quality Barometer - Sediment Dwellers Chronic Sediment,Honeybees - Contact acute 48hr LD50 ug per bee,Honeybees contact <>,Quality Barometer - Bees contact,Honeybees - Oral Acute 48hr LD50 ug per bee,Honeybees oral <>,Quality Barometer - Honeybees oral,Honeybees - Unknown mode acute 48hr LD50 ug per bee,Honeybees unknown <>,Quality Barometer - Honeybees unknown,Bumblebees - Oral acute LD50 ug per bee,Bumblebees oral <>,Quality barometer - Bumblebees oral,Bumblebees oral - notes,Bumblebees - Contact acute LD50 ug per bee,Bumblebees contact <>,Quality barometer - Bumblebees contact,Bumblebees contact - notes,Mason bees - Contact acute LD50,Mason bees contact <>,Quality barometer - Mason bees contact,Mason bees - Oral acute LD50,Mason bees oral <>,Quality barometer - Mason bees oral,Other pollinator 1 - LD50 ug/insect,Other pollinator 1 - <>,Other pollinator 1 - mode of exposure,Other pollinator 1 - quality barometer,Other pollinator 2 - LD50 ug/insect,Other pollinator 2 - <>,Other pollinator 2 - mode of exposure,Other pollinator 2 - quality barometer,Earthworms - Acute 14d LC50 mg/kg,Worms acute - <>,Quality Barometer - Worms Acute,Earthworms - Chronic NOEC, Reproduction mg/kg,Worms chronic <>,Quality Barometer - Worms Reproduction,Other soil macro-organisms - acute LC50,Other soil macro-organisms - acute LC50 - <>,Quality barometer - Other soil macro-organisms - acute LC50,Other soil macro-organisms - chronic NOEC,Other soil macro-organisms - chronic NOEC - <>,Quality barometer - Other soil macro-organisms - chronic NOEC,Bioconcentration Factor,Quality Barometer - Bioconcentration factor,Clearance Half-life Days,Other arthropod (1) LR50 g/ha,OA Description,Quality Barometer - LR50 Other Arthropod 1,Arthropod (1) %Effect,OAE Description,Quality Barometer - %Effect Other Arthropod 1,Other arthropod (2) LR50 g/ha,OA2 Description,Quality Barometer - LR50 Other Arthropod 2,Arthropod (2) %Effect,OAE2 Description,Quality Barometer - %Effect Other Arthropod 2,Soil Micro-organisms,Quality Barometer - Soil Micro-Organisms,Aquatic Mesocosm 1 NOEAEC mg/l,Quality Barometer - Aquatic Mesoco 1 / Most Sensitive Species,Aquatic Mesocosm 2 NOEAEC mg/l,Quality Barometer - Aquatic Mesoco2 / Most Sensitive Species,Non-target plants 1,Non-target plants 1 - endpoint,Non-target plants plants 1 <>,Non-target plants 1 - Notes,Quality Barometer - Non-target plants 1,Non-target plants 2,Non-target plants 2 - endpoint,Non-target plants 2 <>,Non-target plants 2 - Notes,Quality Barometer - Non-target plants 2
"2611","(Z)-2-(2-fluoro-5-(trifluoromethyl)phenylthio)-2-(4-hydroxy-3-(2-methoxyphenyl)thiazolin-2-ylidene)acetonitrile","OC 53279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2656","(Z)-3-(2-chloro-3,3,3-trifluoro-propenyl)-2,2-dimethylcyclo-propane carboxylic acid",,"4990",">","A5 Rat",,,,,,,,,,,,"10.8",">","A5 <i>Oncorrynchus mykiss</i>","0.0143",">","A5 <Daphnia pulex</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165",">","A5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25",">","A4 <i>Eisenia foetida</i>, corr, 56 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2657","cyclohex-1-ene-1,2-dicarboxylic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.1",">","A5 <i>Lemna gibba</i> as sodium salt","9.67",">","A5 <i>Pseudokirchneriella subcapitata</i> as sodium salt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2658","4,5,6,7-tetrahydro-2-benzofuran-1,3-dione",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"480",">","A5 <i>Eisenia foetida</i>, corr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2687","sulfosulfuron guanidine","MON 52726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.0",">","A5 <i>Lemna gibba</i>","89.0",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2690","4-chlorophenol",,,,,,,,,,,,,,,,"5.4","=","Q3 <i>Cyprinodon variegatus</i>",,,,,,,,,,,,,"280","=","Q3 <Lemna gibba>, formulated product","38.0","=","Q3 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2691","2,4-dichloro-1-methoxybenzene",,,,,,,,,,,,,,,,"1.4",">","A5 <i>Oncorthynchus mykiss</i>",,,,"6.4","=","A5 <i>Daphnia magna</i>",,,,,,,"2.1","=","A5 <i>Lemna gibba</i>","4.3","=","A5 <i>Pseudokirchneriella subcaptata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.9",">","A5 <i>Eisenia foetida</i> corr","5.0","=","A5 <i>Eisenia foetida</i> corr",,,,,,,"31","A5",,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","Ar [Dose: 5mg/kg, 28 days]",,,,,,,,,,,,,,
"2692","2-(3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)-3,8-dimethyl-4-oxo-3,4-dihydroquinazoline-6-carbonitrile","IN-J9Z38",,,,,,,,,,,,,,,,,,,,,"0.22",">","A5 <i>Daphnia magna</i>","0.24","=","A5 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,"0.0083",">","A4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500","=","A4 <i>Eisenia foetida</i> corr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2693","4-(((3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)carbonyl)amino)-N3,5-dimethylisophthalamide","IN-JCZ38",,,,,,,,,,,,,,,,,,,,,"1.85","=","A5 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>","12","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2694","4-(((3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)carbonyl)amino)-3-methyl-5-(methylcarbamoyl)benzoic acid","IN-JSE76","5000",">","A5 Rat",,,,,,,,,,,,,,,,,,"22.46","=","A5 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"938",">","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2695","2-(3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)-3,8-dimethyl-4-oxo-3,4-dihydroquinazoline-6-carboxamide","IN-K5A77",,,,,,,,,,,,,,,,,,,,,"0.85",">","A5 <i>Daphnia magna</i>","0.117","=","A5 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2773","(2RS)-2-(4-chlorophenyl)-3-methylbutanoic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2782","3-methyl-N-(2-(2-((4-hydroxy-2-methylphenul)carbonyl)propyl)))thiophenecarboximide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2800","4,6-dimethoxypyrimidin-2-amine","IN-J0290",,,,,,,,,,,,,,,"97.0",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100",">","A5 <i>Daphnia magna</i>","24.9","=","A5 <i>Daphnia magna</i>",,,,"100",">","A5 <i>Lemna gibba</i>","120",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>","100","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2801","methyl 2-((4-hydroxy-6-methoxypyrimidin-2-yl)amino)-6-(trifluoromethyl)nicotinate","IN-KV996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.65",">","A5 <i>Lemna gibba</i>","0.189",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>","100","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2802","5-hydroxy-6-methyl-4-(((E)-(6-oxo-1,6-dihydropyridin-3-yl)methylene)amino)-4,5-dihydro-1,2,4-triazin-3(2H)-one","CGA 363431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2864","N-((N-carbamoylcarbamimidoyl)carbamoyl)-2-(2-chloroethoxy)benzenesulfonamide","SYN546702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100",">","A5 <i>Lemna gibba</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2868","2-chloro-6-fluorobenzoic acid","CGA 152604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2869","4-amino-3-chloro-6-(4-chloro-2-fluoro-3-hydroxyphenyl)pyridine-2-carboxylic acid","X11449757",,,,,,,,,,,,,,,"120",">","A5 <i>Oncorhynchus mykiss</i>",,,,"120",">","A5 <i>Daphnia magna</i>",,,,,,,"92.9",">","A5 <i>Lemna gibba</i>","4.13","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>","10","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 0.052 mg/kg, 28 days] ",,,,,,,,,,,,,,
"2896","difluoroacetic acid",,"300",">","A5 Rat",,,,,,,,,,,,"10",">","A5 <i>Oncorhynchus mykiss</i>",,,,"10",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"10",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2897","2-((2-((1RS)-1-methoxy-2-(methylamino)-2-oxoethyl)benzyl)oxy)-4-methylbenzoic acid",,"2000",">","A5 Rat",,,,,,,,,,,,"89",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"62.0","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",">","A5 <i>Eisenia foetida</i>, corr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2898","3-((2-((1RS)-1-methoxy-2-(methylamino)-2-oxoethyl)benzyl)oxy)-4-methylbenzoic acid",,"300",">","A5 Rat",,,,,,,,,,,,"100",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100",">","A5 <i>Daphnia mgna</i>",,,,,,,,,,"54",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500",">","A5 <i>Eisenia foetida</i>, corr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2899","(R)-2-((2,6-Dimethyl-phenyl)-(2-methoxy-acetyl)-amino)-propionic acid","NOA 409045",,,,,,,,,,,,,,,"100",">","A5 <i>Oncorhynchus mykiss</i>","100","=","A5 <i>Oncorhynchus mykiss</i>, 28 days","852","=","A5 <i>Daphnia magna</i>","100","=","A5 <i>Daphnia magna</i>",,,,,,,"63.25","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>","500","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 0.76 mg/Kg soil, 28 days]",,,,,,,,,,,,,,
"2900","N-(2,6-Dimethyl-phenyl)-2-methoxy-acetamide","CGA 67868",,,,,,,,,,,,,,,"98.9",">","A5 <i>Oncorhynchus mykiss</i>",,,,"158","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"195.4","=","A5 <i>Desmodesmus subspicatus</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2901","2-(((R)-1-Carboxy-ethyl)-(2-methoxy-acetyl)-amino)-3-methyl-benzoic acid","SYN 546520",,,,,,,,,,,,,,,"100",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"74.0","=","A5 <i>Desmodesmus subspicatus</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2909","5-(trifluoromethyl)-1H-pyrazole-3-carboxylic acid","IN-E8S72",,,,,,,,,,,,,,,"100.0",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100.0",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"100.0",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,"100.0",">","A5","109.0",">","A5",,,,,,,,,,,,,,,,,,,,,,,,,,"100.0",">","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effe","A5 [Dose: 5.38 mg/Kg soil, 28 days]",,,,,,,,,,,,,,
"2910","1-(2-(4-(4-(5-(2,6-difluorophenyl)-4,5-dihydro-3-isoxazolyl)-2-thiazolyl)-1-piperidinyl)-2-oxoethyl)-3-(trifluoromethyl)-1H-pyrazole-5-carboxylic acid","IN-RAB06",,,,,,,,,,,,,,,"50.0",">","A5 <i>Oncorhynchus mykiss</i>",,,,"100.0",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"100.0",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2911","1-(4-(4-(5-(2,6-Difluorophenyl)-4,5-dihydro-3-isoxazolyl)-2-thiazolyl)-4-hydroxy-1-piperidinyl)-2-(5-methyl-3-(trifluoromethyl)-1H-pyrazol-1-yl)ethanone","IN-RDT31",,,,,,,,,,,,,,,"11.56",">","A5 <i>Oncorhynchus mykiss</i>",,,,"10.49",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"11.43",">","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.0",">","A5 <i>Eisenia foetida</i>","100.0",">=","A5 <i>Eisenia foetida</i>",,,,,,,"78","A2 estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2912","4-(4-(5-(2,6-difluorophenyl)-4,5-dihydro-3-isoxazolyl)-2-thiazolyl)piperidine","IN-QPS10",,,,,,,,,,,,,,,"6.96","=","A5 <i>Oncorhynchus mykiss/i>",,,,"15.87","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"2.32","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 0.68 mg/kg soil, 28 days",,,,,,,,,,,,,,
"2598","3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-carboxylate",,,,,,,,,,,,,,,,"100",">","A4 Unknown species",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose 0.115 mg/kg, 28 days]",,,,,,,,,,,,,,
"2599","6-hydroxy-benzo(1,2,3)thiadiazole-7-carboxylic acid","SYN 546642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2600","phosphonic acid",,"2950",">","A5 Rat",,,,,"675",">","A5 <i>Colinus virginianus</i>",,,,,"28.6",">","A5 <i>Oncorhynchus mykiss</i>",,,,"29.7",">","A5 <i>Daphnia magna</i>",,,,,,,,,,"29.4","=","A5 <i>Selenastrum capricornutum</i>",,,,,,,,,,,,,"29.7",">","A5 <i>Apis mellifera</i>","212",">","A5 <i>Apis mellifera</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2936","4-fluoroaniline","CL7693",,,,,,,,,,,,,,,"19.9","=","A5 <i>Oncorhynchus mykiss</i>",,,,"0.254","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"0.487","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2937","1-oxo-1,2,3,4-tetrahydropyrido(1,2-a)pyrazin-5-ium","R32245","2000",">","A5 Rat",,,,,,,,,,,,,,,,,,"110",">","A5 <i>Daphnia magna</i>",,,,,,,"111",">","A5 <i>Lemna gibba</i>","59.8","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 160 mg/kg soil, 28 days]",,,,,,,,,,,,,,
"2951","N-(3,5-dichlorophenylcarbamoyl)-N-isopropylcarbamoyl-glycine","RP35606",,,,,,,,,,,,,,,"3.1","=","A4 <i>Ictalurus punctatus</i>",,,,"0.66","=","A5 <i>Daphnia magna</i>",,,,,,,"12.64",">","A5 <i>Lemna gibba</i>","1.5",">","A5 <i>Pseudokirchneriella supcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 10 mg/kg soil, 42 days]",,,,,,,,,,,,,,
"2952","3,5-dichloroaniline","RP32596",,,,,,,,,,,,,,,"1.3","=","A5 <i>Dario rerio</i>",,,,"1.26","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"1.5",">","A5 <i>Pseudokirchneriella supcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.0","=","A5 <Eisenia foetida</i>, corr",,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 8 mg/kg soil, 28 days]",,,,,,,,,,,,,,
"2953","3-(3,5-dichlorophenyl)-2,4-dioxoimidazolidine","RP25040","1125","=","A5 Rat",,,,,,,,,,,,,,,,,,"56.28","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"86.52","=","A5 <i>Pseudokirchneriella supcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50","=","A5 <i>Eisenia foetida</i>, corr",,,,,,,,,,,,,,,,,,,,,,"Nitrogen mineralisation: No significant adverse effect; Carbon mineralisation: No significant adverse effect","A5 [Dose: 10 mg/kg soil, 42 days]",,,,,,,,,,,,,,
"3018","(E)-N2-carbamoyl-N1-(6-chloro-3-pyridyl)methyl-N2-cyano-N1-methylacetamidine",,"5000",">","A5 Rat",,,,,,,,,,,,,,,,,,"99.8",">","A5 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,"15.0","=","A5 <i>Chironomus riparius</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3019","6-chloro-nicotinic acid",,"5000",">","A5 Rat",,,,,,,,,,,,,,,,,,"95.1",">","A5 <i>Daphnia magna</i>",,,,,,,,,,,,,,,,"100",">","A5 <i>Chironomus riparius</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3020","N-(6-chloropyridin-3-ylmethyl)-N-methyl-acetamidine",,"132","=","A5 Rat",,,,,,,,,,,,,,,,,,"25","=","A5 <i>Daphnia magna</i>","26","=","A5 <i>Daphnia magna</i>",,,,,,,,,,,,,"68","=","A5 <i>Chironomus riparius</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.5","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3021","2-methyl-3,5-dinitro-4-(pentan-3ylamino)benzoic acid","M455H001",,,,,,,,,,,,,,,"8.28","=","A5 <i>Oncorhynchos mykiss</i>",,,,"7.73","=","A5 <i>Daphnia magna</i>",,,,,,,,,,"2.5",">","A4 Unknown species",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3040","1-(2-chloroimidazol(1,2-a)pyridine-3-yl-sulfonyl)-3-(4-hydroxy-6-methoxypyrimidin-2-yl)urea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.05","=","A5 <i>Lemna gibba</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10","=","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3041","2-chloroimidazol(1,2-a)pyridine-3-sulfonamide",,"445","=","A5 Rat",,,,,,,,,,,,"8.9",">","A5 <i>Oncorhynchus mykiss</i>",,,,"10",">","A5 <i>Daphnia magna</i>",,,,,,,"100",">","A5 <i>Lemna gibba</i>","9.4",">","A5 <i>Pseudokirchneriella subcapiata</i>",,,,,,,,,,"25","=","A5 <i>Chironomus riparius</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3042","N-(((amino(imino)methyl)amino)carbonyl)-2-chloroimidazo(1,2-a)pyridine-3-sulfonamide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",">","A5 <i>Lemna gibba</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3045","N-methyl bentazone",,,,,,,,,,,,,,,,"8.56","=","A5 <i>Oncorhynchus mykiss</i>","0.23","=","A5 <i>Oncorhynchus mykiss</i>, 28 days","26.5","=","A5 <i>Daphnia magna</i>","26.5","=","A5 <i>Daphnia magna</i>",,,,"35.8","=","A5 <i>Lemna gibba<</i>","37.7","=","A5 <i>Pseudokirchneriella subcapitata</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000",">","A5 <i>Eisenia foetida</i>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
